date,month,is_weekend,num_appliances_used,peak_hour_usage,off_peak_usage,daily_kwh,monthly_kwh,monthly_bill,usage_label
12-02-2021,2,0,4,2.775,1.936,5.584,199.97,1362.12,0
13-02-2021,2,1,5,3.707,3.283,8.064,199.97,1362.12,0
14-02-2021,2,1,5,3.42,2.462,7.535,199.97,1362.12,0
15-02-2021,2,0,4,3.222,2.37,7.027,199.97,1362.12,0
16-02-2021,2,0,4,2.598,2.379,6.922,199.97,1362.12,0
17-02-2021,2,0,5,3.252,2.722,7.448,199.97,1362.12,0
18-02-2021,2,0,4,3.337,2.322,7.496,199.97,1362.12,0
19-02-2021,2,0,5,3.333,2.545,7.101,199.97,1362.12,0
20-02-2021,2,1,6,3.911,2.082,7.319,199.97,1362.12,0
21-02-2021,2,1,6,4.564,2.695,8.763,199.97,1362.12,1
22-02-2021,2,0,5,3.087,2.229,6.757,199.97,1362.12,0
23-02-2021,2,0,4,2.566,2.402,6.372,199.97,1362.12,0
24-02-2021,2,0,4,2.987,1.685,5.823,199.97,1362.12,0
25-02-2021,2,0,5,3.485,2.489,6.84,199.97,1362.12,0
26-02-2021,2,0,5,2.98,1.627,6.359,199.97,1362.12,0
27-02-2021,2,1,7,4.701,2.417,8.826,199.97,1362.12,1
28-02-2021,2,1,5,3.742,1.788,6.784,199.97,1362.12,0
01-03-2021,3,0,4,2.846,2.39,6.888,217.17,1329.84,0
02-03-2021,3,0,4,2.682,2.221,6.336,217.17,1329.84,0
03-03-2021,3,0,4,3.373,1.969,7.284,217.17,1329.84,0
04-03-2021,3,0,5,3.229,2.73,6.934,217.17,1329.84,0
05-03-2021,3,0,5,2.858,2.031,6.338,217.17,1329.84,0
06-03-2021,3,1,6,4.042,1.491,6.95,217.17,1329.84,0
07-03-2021,3,1,5,2.822,2.454,6.84,217.17,1329.84,0
08-03-2021,3,0,4,3.411,1.67,7.196,217.17,1329.84,0
09-03-2021,3,0,5,3.182,2.04,6.673,217.17,1329.84,0
10-03-2021,3,0,5,2.288,2.145,6.23,217.17,1329.84,0
11-03-2021,3,0,4,2.517,1.773,5.731,217.17,1329.84,0
12-03-2021,3,0,4,2.931,2.052,6.911,217.17,1329.84,0
13-03-2021,3,1,7,3.824,2.078,7.703,217.17,1329.84,0
14-03-2021,3,1,5,4.367,2.349,8.083,217.17,1329.84,0
15-03-2021,3,0,5,3.417,1.931,6.686,217.17,1329.84,0
16-03-2021,3,0,4,3.244,2.209,7.148,217.17,1329.84,0
17-03-2021,3,0,4,2.058,2.549,5.845,217.17,1329.84,0
18-03-2021,3,0,5,3.04,2.535,7.151,217.17,1329.84,0
19-03-2021,3,0,4,2.821,2.175,6.354,217.17,1329.84,0
20-03-2021,3,1,5,3.668,2.003,7.318,217.17,1329.84,0
21-03-2021,3,1,4,3.734,2.248,7.418,217.17,1329.84,0
22-03-2021,3,0,4,2.65,1.991,5.864,217.17,1329.84,0
23-03-2021,3,0,4,3.186,2.26,7.388,217.17,1329.84,0
24-03-2021,3,0,4,3.407,1.685,6.688,217.17,1329.84,0
25-03-2021,3,0,4,3.372,2.442,7.293,217.17,1329.84,0
26-03-2021,3,0,5,3.195,2.31,7.173,217.17,1329.84,0
27-03-2021,3,1,5,4.85,2.963,8.645,217.17,1329.84,1
28-03-2021,3,1,5,4.506,2.692,9.534,217.17,1329.84,1
29-03-2021,3,0,4,3.059,2.37,6.939,217.17,1329.84,0
30-03-2021,3,0,5,3.057,2.263,6.035,217.17,1329.84,0
31-03-2021,3,0,4,3.635,1.981,7.595,217.17,1329.84,0
01-04-2021,4,0,6,5.003,2.683,8.885,261.17,1768.02,1
02-04-2021,4,0,6,4.036,2.331,8.284,261.17,1768.02,0
03-04-2021,4,1,5,5.684,2.651,9.884,261.17,1768.02,1
04-04-2021,4,1,7,5.488,2.62,8.98,261.17,1768.02,1
05-04-2021,4,0,5,4.106,2.422,8.133,261.17,1768.02,0
06-04-2021,4,0,6,3.808,2.578,7.961,261.17,1768.02,0
07-04-2021,4,0,6,4.492,2.124,8.577,261.17,1768.02,1
08-04-2021,4,0,6,4.595,2.093,8.397,261.17,1768.02,1
09-04-2021,4,0,6,5.235,2.083,8.322,261.17,1768.02,1
10-04-2021,4,1,9,6.233,3.014,11.148,261.17,1768.02,1
11-04-2021,4,1,7,5.317,2.216,8.867,261.17,1768.02,1
12-04-2021,4,0,5,4.606,2.054,8.848,261.17,1768.02,1
13-04-2021,4,0,6,4.93,2.561,8.849,261.17,1768.02,1
14-04-2021,4,0,6,4.634,2.324,8.373,261.17,1768.02,1
15-04-2021,4,0,6,4.365,2.286,7.822,261.17,1768.02,0
16-04-2021,4,0,6,4.387,2.26,7.948,261.17,1768.02,0
17-04-2021,4,1,9,6.004,2.002,9.201,261.17,1768.02,1
18-04-2021,4,1,6,5.565,2.11,9.646,261.17,1768.02,1
19-04-2021,4,0,7,4.633,2.854,8.454,261.17,1768.02,1
20-04-2021,4,0,7,3.702,2.338,7.862,261.17,1768.02,0
21-04-2021,4,0,6,4.084,1.83,7.745,261.17,1768.02,0
22-04-2021,4,0,7,4.998,2.198,9.247,261.17,1768.02,1
23-04-2021,4,0,6,3.748,2.508,7.774,261.17,1768.02,0
24-04-2021,4,1,6,5.874,2.502,9.465,261.17,1768.02,1
25-04-2021,4,1,6,5.814,2.312,9.557,261.17,1768.02,1
26-04-2021,4,0,6,4.616,2.193,8.547,261.17,1768.02,1
27-04-2021,4,0,5,4.689,1.879,8.102,261.17,1768.02,0
28-04-2021,4,0,5,4.662,2.41,8.719,261.17,1768.02,1
29-04-2021,4,0,6,4.553,2.651,9.25,261.17,1768.02,1
30-04-2021,4,0,5,3.9,2.687,8.32,261.17,1768.02,1
01-05-2021,5,1,6,5.787,2.067,9.433,270.9,1875.82,1
02-05-2021,5,1,9,6.413,3.11,10.285,270.9,1875.82,1
03-05-2021,5,0,7,4.267,2.483,7.936,270.9,1875.82,0
04-05-2021,5,0,5,3.885,2.308,7.531,270.9,1875.82,0
05-05-2021,5,0,7,4.695,2.768,8.172,270.9,1875.82,0
06-05-2021,5,0,6,4.35,2.238,7.644,270.9,1875.82,0
07-05-2021,5,0,7,4.808,1.851,8.052,270.9,1875.82,0
08-05-2021,5,1,8,6.183,2.811,10.452,270.9,1875.82,1
09-05-2021,5,1,6,4.502,2.505,8.709,270.9,1875.82,1
10-05-2021,5,0,7,5.383,2.392,9.193,270.9,1875.82,1
11-05-2021,5,0,6,4.437,2.587,8.623,270.9,1875.82,1
12-05-2021,5,0,7,4.955,2.748,9.036,270.9,1875.82,1
13-05-2021,5,0,5,4.697,1.846,8.06,270.9,1875.82,0
14-05-2021,5,0,6,4.894,2.407,8.981,270.9,1875.82,1
15-05-2021,5,1,8,5.725,1.917,9.731,270.9,1875.82,1
16-05-2021,5,1,7,5.668,2.463,9.425,270.9,1875.82,1
17-05-2021,5,0,6,4.716,2.288,8.562,270.9,1875.82,1
18-05-2021,5,0,5,4.198,2.448,8.494,270.9,1875.82,1
19-05-2021,5,0,6,3.897,2.078,6.899,270.9,1875.82,0
20-05-2021,5,0,6,4.112,2.274,8.685,270.9,1875.82,1
21-05-2021,5,0,6,4.558,1.435,7.965,270.9,1875.82,0
22-05-2021,5,1,7,5.235,2.667,8.717,270.9,1875.82,1
23-05-2021,5,1,7,5.236,2.473,9.358,270.9,1875.82,1
24-05-2021,5,0,5,5.17,2.326,8.77,270.9,1875.82,1
25-05-2021,5,0,7,5.094,2.052,8.487,270.9,1875.82,1
26-05-2021,5,0,6,4.499,2.519,8.658,270.9,1875.82,1
27-05-2021,5,0,6,4.869,2.896,9.685,270.9,1875.82,1
28-05-2021,5,0,5,4.282,2.245,7.841,270.9,1875.82,0
29-05-2021,5,1,8,5.744,2.795,9.858,270.9,1875.82,1
30-05-2021,5,1,5,5.427,2.039,9.115,270.9,1875.82,1
31-05-2021,5,0,6,4.433,2.377,8.539,270.9,1875.82,1
01-06-2021,6,0,5,4.176,1.841,7.114,260.73,1781.42,0
02-06-2021,6,0,6,5.09,2.636,9.915,260.73,1781.42,1
03-06-2021,6,0,6,4.846,2.448,8.537,260.73,1781.42,1
04-06-2021,6,0,5,3.548,1.934,7.368,260.73,1781.42,0
05-06-2021,6,1,7,5.283,2.259,9.223,260.73,1781.42,1
06-06-2021,6,1,8,5.387,2.618,9.748,260.73,1781.42,1
07-06-2021,6,0,7,4.502,2.777,8.529,260.73,1781.42,1
08-06-2021,6,0,6,4.945,2.844,8.599,260.73,1781.42,1
09-06-2021,6,0,5,4.458,2.26,8.209,260.73,1781.42,0
10-06-2021,6,0,7,4.194,2.091,7.778,260.73,1781.42,0
11-06-2021,6,0,6,4.447,2.472,8.036,260.73,1781.42,0
12-06-2021,6,1,6,5.617,2.935,10.419,260.73,1781.42,1
13-06-2021,6,1,5,5.162,1.813,8.454,260.73,1781.42,1
14-06-2021,6,0,7,4.492,2.214,7.882,260.73,1781.42,0
15-06-2021,6,0,6,4.732,2.583,9.049,260.73,1781.42,1
16-06-2021,6,0,7,5.397,2.546,9.688,260.73,1781.42,1
17-06-2021,6,0,5,4.635,2.136,7.984,260.73,1781.42,0
18-06-2021,6,0,5,4.97,2.366,9.329,260.73,1781.42,1
19-06-2021,6,1,5,5.019,2.593,10.009,260.73,1781.42,1
20-06-2021,6,1,7,5.547,2.47,9.081,260.73,1781.42,1
21-06-2021,6,0,6,4.589,2.344,8.36,260.73,1781.42,1
22-06-2021,6,0,6,4.647,2.577,8.859,260.73,1781.42,1
23-06-2021,6,0,5,4.626,2.219,9.257,260.73,1781.42,1
24-06-2021,6,0,6,4.232,2.743,8.181,260.73,1781.42,0
25-06-2021,6,0,6,4.859,3.008,8.991,260.73,1781.42,1
26-06-2021,6,1,7,4.899,2.232,8.252,260.73,1781.42,0
27-06-2021,6,1,5,4.716,1.925,8.63,260.73,1781.42,1
28-06-2021,6,0,6,5.454,2.512,9.183,260.73,1781.42,1
29-06-2021,6,0,6,4.396,2.014,7.57,260.73,1781.42,0
30-06-2021,6,0,6,4.892,2.009,8.493,260.73,1781.42,1
01-07-2021,7,0,4,3.779,1.585,6.987,221.92,1427.86,0
02-07-2021,7,0,5,2.324,2.185,6.437,221.92,1427.86,0
03-07-2021,7,1,6,4.65,2.39,8.577,221.92,1427.86,1
04-07-2021,7,1,6,4.46,2.245,8.305,221.92,1427.86,0
05-07-2021,7,0,5,3.906,2.717,8.081,221.92,1427.86,0
06-07-2021,7,0,4,2.627,2.595,6.2,221.92,1427.86,0
07-07-2021,7,0,4,3.681,2.779,7.88,221.92,1427.86,0
08-07-2021,7,0,4,2.804,2.214,6.543,221.92,1427.86,0
09-07-2021,7,0,4,3.522,2.555,7.399,221.92,1427.86,0
10-07-2021,7,1,6,4.186,2.493,7.553,221.92,1427.86,0
11-07-2021,7,1,6,4.508,2.463,8.017,221.92,1427.86,0
12-07-2021,7,0,5,3.27,2.16,6.914,221.92,1427.86,0
13-07-2021,7,0,5,2.514,1.621,6.008,221.92,1427.86,0
14-07-2021,7,0,4,1.852,2.391,6.416,221.92,1427.86,0
15-07-2021,7,0,4,3.184,2.546,7.156,221.92,1427.86,0
16-07-2021,7,0,4,2.995,1.742,5.95,221.92,1427.86,0
17-07-2021,7,1,4,4.059,2.197,7.607,221.92,1427.86,0
18-07-2021,7,1,7,4.249,2.797,8.127,221.92,1427.86,0
19-07-2021,7,0,4,3.907,2.092,7.814,221.92,1427.86,0
20-07-2021,7,0,5,3.342,2.658,8.355,221.92,1427.86,1
21-07-2021,7,0,4,2.921,2.158,6.302,221.92,1427.86,0
22-07-2021,7,0,4,3.235,2.042,6.3,221.92,1427.86,0
23-07-2021,7,0,4,2.929,2.575,7.407,221.92,1427.86,0
24-07-2021,7,1,5,4.087,2.02,7.734,221.92,1427.86,0
25-07-2021,7,1,6,3.713,2.183,7.53,221.92,1427.86,0
26-07-2021,7,0,5,3.247,2.031,7.413,221.92,1427.86,0
27-07-2021,7,0,4,2.909,1.857,5.719,221.92,1427.86,0
28-07-2021,7,0,5,2.801,2.346,6.089,221.92,1427.86,0
29-07-2021,7,0,5,4.04,2.146,7.621,221.92,1427.86,0
30-07-2021,7,0,4,2.667,2.347,6.539,221.92,1427.86,0
31-07-2021,7,1,4,3.903,1.68,6.941,221.92,1427.86,0
01-08-2021,8,1,5,3.729,1.963,8.176,225.21,1454.88,0
02-08-2021,8,0,5,3.369,2.315,7.06,225.21,1454.88,0
03-08-2021,8,0,5,2.74,2.741,6.761,225.21,1454.88,0
04-08-2021,8,0,5,3.586,2.414,7.55,225.21,1454.88,0
05-08-2021,8,0,4,3.914,2.023,7.825,225.21,1454.88,0
06-08-2021,8,0,4,2.764,1.753,5.727,225.21,1454.88,0
07-08-2021,8,1,7,4.837,2.306,8.584,225.21,1454.88,1
08-08-2021,8,1,6,4.047,2.387,8.334,225.21,1454.88,1
09-08-2021,8,0,5,3.852,1.593,7.367,225.21,1454.88,0
10-08-2021,8,0,5,4.125,1.936,7.648,225.21,1454.88,0
11-08-2021,8,0,4,3.007,1.979,7.453,225.21,1454.88,0
12-08-2021,8,0,5,2.642,2.223,7.157,225.21,1454.88,0
13-08-2021,8,0,5,3.629,2.284,6.851,225.21,1454.88,0
14-08-2021,8,1,4,3.99,2.017,6.83,225.21,1454.88,0
15-08-2021,8,1,6,4.401,2.552,8.771,225.21,1454.88,1
16-08-2021,8,0,5,3.114,2.337,7.497,225.21,1454.88,0
17-08-2021,8,0,5,2.896,2.189,6.495,225.21,1454.88,0
18-08-2021,8,0,4,3.564,2.393,7.256,225.21,1454.88,0
19-08-2021,8,0,5,3.378,2.469,7.019,225.21,1454.88,0
20-08-2021,8,0,5,2.673,1.864,5.57,225.21,1454.88,0
21-08-2021,8,1,6,4.475,2.39,8.82,225.21,1454.88,1
22-08-2021,8,1,5,4.244,2.567,8.158,225.21,1454.88,0
23-08-2021,8,0,4,2.97,2.517,7.108,225.21,1454.88,0
24-08-2021,8,0,4,3.748,2.311,6.829,225.21,1454.88,0
25-08-2021,8,0,4,2.853,2.13,6.884,225.21,1454.88,0
26-08-2021,8,0,4,3.032,2.326,7.093,225.21,1454.88,0
27-08-2021,8,0,5,3.557,2.542,7.061,225.21,1454.88,0
28-08-2021,8,1,5,4.081,2.335,8.02,225.21,1454.88,0
29-08-2021,8,1,5,3.496,2.369,7.367,225.21,1454.88,0
30-08-2021,8,0,4,3.174,2.125,6.619,225.21,1454.88,0
31-08-2021,8,0,5,3.084,1.899,5.322,225.21,1454.88,0
01-09-2021,9,0,5,3.593,2.248,7.077,216.62,1525.66,0
02-09-2021,9,0,5,3.31,2.097,7.028,216.62,1525.66,0
03-09-2021,9,0,4,3.138,1.998,6.417,216.62,1525.66,0
04-09-2021,9,1,4,3.481,2.63,7.522,216.62,1525.66,0
05-09-2021,9,1,5,3.958,2.585,8.642,216.62,1525.66,1
06-09-2021,9,0,4,3.488,1.692,6.649,216.62,1525.66,0
07-09-2021,9,0,4,2.789,1.875,5.325,216.62,1525.66,0
08-09-2021,9,0,4,3.087,2.091,6.604,216.62,1525.66,0
09-09-2021,9,0,5,2.875,2.108,6.523,216.62,1525.66,0
10-09-2021,9,0,5,2.776,2.395,6.341,216.62,1525.66,0
11-09-2021,9,1,4,3.866,1.827,7.487,216.62,1525.66,0
12-09-2021,9,1,6,4.27,2.688,7.873,216.62,1525.66,0
13-09-2021,9,0,4,3.898,2.187,7.53,216.62,1525.66,0
14-09-2021,9,0,4,2.918,2.098,5.926,216.62,1525.66,0
15-09-2021,9,0,4,3.08,2.196,6.658,216.62,1525.66,0
16-09-2021,9,0,5,2.75,2.175,6.708,216.62,1525.66,0
17-09-2021,9,0,4,3.345,1.591,6.371,216.62,1525.66,0
18-09-2021,9,1,5,4.209,2.304,7.925,216.62,1525.66,0
19-09-2021,9,1,6,4.795,2.304,8.61,216.62,1525.66,1
20-09-2021,9,0,5,3.695,2.014,7.24,216.62,1525.66,0
21-09-2021,9,0,5,3.391,2.629,7.798,216.62,1525.66,0
22-09-2021,9,0,4,2.912,2.401,7.093,216.62,1525.66,0
23-09-2021,9,0,5,3.332,3.032,8.433,216.62,1525.66,1
24-09-2021,9,0,5,3.206,2.55,7.323,216.62,1525.66,0
25-09-2021,9,1,7,4.731,2.307,7.874,216.62,1525.66,0
26-09-2021,9,1,6,4.53,2.128,8.501,216.62,1525.66,1
27-09-2021,9,0,5,3.131,2.152,7.323,216.62,1525.66,0
28-09-2021,9,0,5,2.665,2.1,7.25,216.62,1525.66,0
29-09-2021,9,0,4,3.633,2.233,7.947,216.62,1525.66,0
30-09-2021,9,0,5,3.483,1.838,6.625,216.62,1525.66,0
01-10-2021,10,0,5,3.122,2.494,7.191,221.22,1516.35,0
02-10-2021,10,1,4,4.117,2.227,7.736,221.22,1516.35,0
03-10-2021,10,1,5,4.08,2.46,7.877,221.22,1516.35,0
04-10-2021,10,0,4,3.627,1.857,6.939,221.22,1516.35,0
05-10-2021,10,0,4,2.328,2.274,6.616,221.22,1516.35,0
06-10-2021,10,0,5,3.091,2.69,6.645,221.22,1516.35,0
07-10-2021,10,0,5,3.89,2.042,7.031,221.22,1516.35,0
08-10-2021,10,0,5,3.475,2.034,7.497,221.22,1516.35,0
09-10-2021,10,1,5,4.759,2.514,9.354,221.22,1516.35,1
10-10-2021,10,1,5,3.561,2.009,6.806,221.22,1516.35,0
11-10-2021,10,0,5,3.679,2.23,8.069,221.22,1516.35,0
12-10-2021,10,0,5,3.655,2.743,8.288,221.22,1516.35,0
13-10-2021,10,0,4,2.427,1.938,5.758,221.22,1516.35,0
14-10-2021,10,0,5,3.132,2.763,6.421,221.22,1516.35,0
15-10-2021,10,0,5,3.207,2.199,6.239,221.22,1516.35,0
16-10-2021,10,1,6,3.552,2.064,6.853,221.22,1516.35,0
17-10-2021,10,1,5,3.94,2.481,8.225,221.22,1516.35,0
18-10-2021,10,0,4,3.449,2.232,7.486,221.22,1516.35,0
19-10-2021,10,0,4,2.944,2.204,6.461,221.22,1516.35,0
20-10-2021,10,0,4,3.197,1.969,6.573,221.22,1516.35,0
21-10-2021,10,0,4,3.2,2.23,6.917,221.22,1516.35,0
22-10-2021,10,0,4,3.095,1.58,6.088,221.22,1516.35,0
23-10-2021,10,1,7,4.068,2.566,8.199,221.22,1516.35,0
24-10-2021,10,1,6,4.464,2.789,8.741,221.22,1516.35,1
25-10-2021,10,0,4,2.465,1.67,4.965,221.22,1516.35,0
26-10-2021,10,0,4,3.103,2.078,6.598,221.22,1516.35,0
27-10-2021,10,0,4,3.654,1.938,7.083,221.22,1516.35,0
28-10-2021,10,0,5,3.071,1.847,6.814,221.22,1516.35,0
29-10-2021,10,0,4,2.809,1.584,5.56,221.22,1516.35,0
30-10-2021,10,1,5,4.34,1.946,7.868,221.22,1516.35,0
31-10-2021,10,1,6,4.265,2.327,8.317,221.22,1516.35,1
01-11-2021,11,0,5,3.548,3.145,8.134,228.61,1436.97,0
02-11-2021,11,0,5,3.265,2.343,6.406,228.61,1436.97,0
03-11-2021,11,0,4,2.145,2.788,6.837,228.61,1436.97,0
04-11-2021,11,0,5,3.722,2.866,8.387,228.61,1436.97,1
05-11-2021,11,0,5,4.078,3.302,8.972,228.61,1436.97,1
06-11-2021,11,1,5,4.564,2.971,9.051,228.61,1436.97,1
07-11-2021,11,1,7,2.934,3.189,6.91,228.61,1436.97,0
08-11-2021,11,0,5,3.43,3.01,8.25,228.61,1436.97,0
09-11-2021,11,0,5,3.063,2.523,7.681,228.61,1436.97,0
10-11-2021,11,0,4,2.666,2.528,6.249,228.61,1436.97,0
11-11-2021,11,0,5,3.299,3.135,8.472,228.61,1436.97,1
12-11-2021,11,0,5,3.19,2.185,7.328,228.61,1436.97,0
13-11-2021,11,1,4,4.103,2.495,7.641,228.61,1436.97,0
14-11-2021,11,1,4,3.923,2.301,7.566,228.61,1436.97,0
15-11-2021,11,0,5,2.802,2.87,6.614,228.61,1436.97,0
16-11-2021,11,0,5,3.019,2.674,7.167,228.61,1436.97,0
17-11-2021,11,0,4,2.805,2.888,7.372,228.61,1436.97,0
18-11-2021,11,0,5,2.563,2.767,6.302,228.61,1436.97,0
19-11-2021,11,0,4,2.551,2.236,6.441,228.61,1436.97,0
20-11-2021,11,1,7,4.266,2.55,8.572,228.61,1436.97,1
21-11-2021,11,1,5,4.62,2.798,9.179,228.61,1436.97,1
22-11-2021,11,0,5,3.036,2.569,7.287,228.61,1436.97,0
23-11-2021,11,0,4,2.797,2.54,6.346,228.61,1436.97,0
24-11-2021,11,0,4,2.627,2.982,7.06,228.61,1436.97,0
25-11-2021,11,0,4,3.112,2.928,7.681,228.61,1436.97,0
26-11-2021,11,0,4,3.572,3.239,8.895,228.61,1436.97,1
27-11-2021,11,1,5,4.851,2.705,9.057,228.61,1436.97,1
28-11-2021,11,1,7,4.464,2.808,8.942,228.61,1436.97,1
29-11-2021,11,0,5,3.306,2.925,7.358,228.61,1436.97,0
30-11-2021,11,0,4,2.883,2.532,6.453,228.61,1436.97,0
01-12-2021,12,0,5,3.099,2.642,6.728,238.42,1583.06,0
02-12-2021,12,0,5,3.502,2.739,7.573,238.42,1583.06,0
03-12-2021,12,0,5,3.124,3.296,8.745,238.42,1583.06,1
04-12-2021,12,1,7,4.285,3.211,8.835,238.42,1583.06,1
05-12-2021,12,1,5,4.04,3.043,8.729,238.42,1583.06,1
06-12-2021,12,0,5,3.014,3.282,8.019,238.42,1583.06,0
07-12-2021,12,0,4,3.07,2.971,7.104,238.42,1583.06,0
08-12-2021,12,0,5,2.442,2.461,6.229,238.42,1583.06,0
09-12-2021,12,0,5,3.47,3.066,8.286,238.42,1583.06,0
10-12-2021,12,0,5,4.191,3.104,8.966,238.42,1583.06,1
11-12-2021,12,1,5,3.829,2.996,7.527,238.42,1583.06,0
12-12-2021,12,1,5,4.2,2.741,8.679,238.42,1583.06,1
13-12-2021,12,0,5,3.591,2.964,7.835,238.42,1583.06,0
14-12-2021,12,0,5,3.762,2.794,7.846,238.42,1583.06,0
15-12-2021,12,0,4,2.994,2.407,7.063,238.42,1583.06,0
16-12-2021,12,0,5,2.529,2.581,7.219,238.42,1583.06,0
17-12-2021,12,0,4,3.207,2.911,7.538,238.42,1583.06,0
18-12-2021,12,1,7,4.401,2.728,9.101,238.42,1583.06,1
19-12-2021,12,1,6,4.062,2.657,7.643,238.42,1583.06,0
20-12-2021,12,0,4,3.047,2.926,7.525,238.42,1583.06,0
21-12-2021,12,0,4,3.157,2.74,7.181,238.42,1583.06,0
22-12-2021,12,0,5,3.395,2.973,7.981,238.42,1583.06,0
23-12-2021,12,0,4,3.228,2.331,6.94,238.42,1583.06,0
24-12-2021,12,0,4,3.013,2.865,6.842,238.42,1583.06,0
25-12-2021,12,1,4,4.054,2.502,7.701,238.42,1583.06,0
26-12-2021,12,1,5,3.936,2.495,7.274,238.42,1583.06,0
27-12-2021,12,0,5,3.507,2.648,7.132,238.42,1583.06,0
28-12-2021,12,0,5,2.999,3.209,7.9,238.42,1583.06,0
29-12-2021,12,0,5,3.279,2.691,7.37,238.42,1583.06,0
30-12-2021,12,0,5,2.601,3.46,7.653,238.42,1583.06,0
31-12-2021,12,0,4,2.952,2.081,7.259,238.42,1583.06,0
01-01-2022,1,1,7,4.577,2.536,8.495,240.75,1569.78,1
02-01-2022,1,1,6,3.787,3.297,8.838,240.75,1569.78,1
03-01-2022,1,0,5,3.122,3.273,7.906,240.75,1569.78,0
04-01-2022,1,0,5,2.288,2.541,7.434,240.75,1569.78,0
05-01-2022,1,0,5,2.703,2.821,5.817,240.75,1569.78,0
06-01-2022,1,0,4,2.657,2.914,6.784,240.75,1569.78,0
07-01-2022,1,0,5,3.291,2.731,7.784,240.75,1569.78,0
08-01-2022,1,1,6,4.333,2.945,8.477,240.75,1569.78,1
09-01-2022,1,1,5,4.028,2.803,8.557,240.75,1569.78,1
10-01-2022,1,0,4,2.947,2.256,6.679,240.75,1569.78,0
11-01-2022,1,0,5,3.098,2.697,7.641,240.75,1569.78,0
12-01-2022,1,0,5,3.536,2.804,7.387,240.75,1569.78,0
13-01-2022,1,0,4,3.185,2.731,7.485,240.75,1569.78,0
14-01-2022,1,0,4,2.966,2.181,6.833,240.75,1569.78,0
15-01-2022,1,1,7,4.867,3.226,9.646,240.75,1569.78,1
16-01-2022,1,1,7,5.13,3.039,9.729,240.75,1569.78,1
17-01-2022,1,0,5,2.752,2.483,7.216,240.75,1569.78,0
18-01-2022,1,0,4,3.309,3.24,7.377,240.75,1569.78,0
19-01-2022,1,0,4,4.336,2.596,8.482,240.75,1569.78,1
20-01-2022,1,0,4,3.212,2.616,6.844,240.75,1569.78,0
21-01-2022,1,0,5,3.296,2.993,8.092,240.75,1569.78,0
22-01-2022,1,1,6,4.178,3.465,8.808,240.75,1569.78,1
23-01-2022,1,1,7,4.546,3.204,8.261,240.75,1569.78,0
24-01-2022,1,0,4,3.402,2.948,8.163,240.75,1569.78,0
25-01-2022,1,0,4,2.602,2.4,6.395,240.75,1569.78,0
26-01-2022,1,0,4,3.089,2.726,7.458,240.75,1569.78,0
27-01-2022,1,0,5,2.342,2.64,7.053,240.75,1569.78,0
28-01-2022,1,0,5,3.166,3.011,7.826,240.75,1569.78,0
29-01-2022,1,1,7,3.989,3.239,8.796,240.75,1569.78,1
30-01-2022,1,1,5,4.186,3.29,8.957,240.75,1569.78,1
31-01-2022,1,0,4,2.437,2.052,5.53,240.75,1569.78,0
01-02-2022,2,0,5,3.045,2.111,6.57,202.26,1312.58,0
02-02-2022,2,0,4,3.487,2.59,8.367,202.26,1312.58,1
03-02-2022,2,0,5,2.979,1.88,6.209,202.26,1312.58,0
04-02-2022,2,0,5,2.488,2.542,6.468,202.26,1312.58,0
05-02-2022,2,1,5,4.153,2.64,8.796,202.26,1312.58,1
06-02-2022,2,1,5,3.815,2.291,6.989,202.26,1312.58,0
07-02-2022,2,0,5,3.176,1.874,6.798,202.26,1312.58,0
08-02-2022,2,0,5,2.958,2.264,6.086,202.26,1312.58,0
09-02-2022,2,0,4,3.89,2.638,8.188,202.26,1312.58,0
10-02-2022,2,0,4,2.477,2.662,6.63,202.26,1312.58,0
11-02-2022,2,0,4,4.233,2.262,8.24,202.26,1312.58,0
12-02-2022,2,1,4,3.744,1.907,6.746,202.26,1312.58,0
13-02-2022,2,1,4,3.973,2.722,7.981,202.26,1312.58,0
14-02-2022,2,0,5,3.02,2.546,7.332,202.26,1312.58,0
15-02-2022,2,0,5,3.003,2.027,6.326,202.26,1312.58,0
16-02-2022,2,0,5,2.936,2.403,7.141,202.26,1312.58,0
17-02-2022,2,0,5,3.491,2.389,7.464,202.26,1312.58,0
18-02-2022,2,0,4,2.536,2.009,5.867,202.26,1312.58,0
19-02-2022,2,1,6,4.346,2.504,8.224,202.26,1312.58,0
20-02-2022,2,1,4,3.026,2.532,7.059,202.26,1312.58,0
21-02-2022,2,0,5,3.359,2.211,6.982,202.26,1312.58,0
22-02-2022,2,0,4,3.44,2.562,7.794,202.26,1312.58,0
23-02-2022,2,0,4,2.59,1.673,5.614,202.26,1312.58,0
24-02-2022,2,0,5,3.521,2.965,7.757,202.26,1312.58,0
25-02-2022,2,0,5,3.271,2.317,7.452,202.26,1312.58,0
26-02-2022,2,1,7,4.989,2.822,9.142,202.26,1312.58,1
27-02-2022,2,1,5,3.708,2.366,7.358,202.26,1312.58,0
28-02-2022,2,0,4,4.226,1.953,6.685,202.26,1312.58,0
01-03-2022,3,0,5,2.294,2.289,5.667,217.93,1362.19,0
02-03-2022,3,0,5,3.118,1.727,6.01,217.93,1362.19,0
03-03-2022,3,0,4,2.421,2.407,6.112,217.93,1362.19,0
04-03-2022,3,0,5,3.99,2.358,7.559,217.93,1362.19,0
05-03-2022,3,1,6,4.095,2.343,8.331,217.93,1362.19,1
